slide_id,conch_feature,label
C3N-02451-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02451-26.h5,CPTAC-LUAD
C3L-02169-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02169-24.h5,CPTAC-LUAD
C3L-02365-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02365-21.h5,CPTAC-LUAD
C3N-03205-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03205-22.h5,CPTAC-LUAD
C3N-02158-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02158-23.h5,CPTAC-LUAD
C3L-03969-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03969-21.h5,CPTAC-LUAD
C3L-02834-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02834-26.h5,CPTAC-LUAD
C3N-00579-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00579-21.h5,CPTAC-LUAD
C3N-02088-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02088-21.h5,CPTAC-LUAD
C3N-01071-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01071-27.h5,CPTAC-LUAD
C3N-03052-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03052-23.h5,CPTAC-LUAD
C3N-01415-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01415-23.h5,CPTAC-LUAD
C3N-02424-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02424-21.h5,CPTAC-LUAD
C3N-03054-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03054-23.h5,CPTAC-LUAD
C3N-00547-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00547-27.h5,CPTAC-LUAD
C3L-01862-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01862-21.h5,CPTAC-LUAD
C3N-02757-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02757-22.h5,CPTAC-LUAD
C3N-04157-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04157-23.h5,CPTAC-LUAD
C3L-00095-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00095-22.h5,CPTAC-LUAD
C3N-02422-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02422-22.h5,CPTAC-LUAD
C3L-02129-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02129-24.h5,CPTAC-LUAD
C3L-00095-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00095-26.h5,CPTAC-LUAD
C3N-02150-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02150-26.h5,CPTAC-LUAD
C3N-01488-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01488-22.h5,CPTAC-LUAD
C3L-04743-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04743-25.h5,CPTAC-LUAD
C3N-01414-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01414-21.h5,CPTAC-LUAD
C3N-02089-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02089-22.h5,CPTAC-LUAD
C3N-02143-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02143-24.h5,CPTAC-LUAD
C3L-00446-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00446-27.h5,CPTAC-LUAD
C3N-02141-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02141-24.h5,CPTAC-LUAD
C3N-02240-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02240-24.h5,CPTAC-LUAD
C3N-03929-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03929-22.h5,CPTAC-LUAD
C3L-02967-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02967-21.h5,CPTAC-LUAD
C3N-00546-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00546-22.h5,CPTAC-LUAD
C3N-01023-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01023-22.h5,CPTAC-LUAD
C3N-00169-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00169-27.h5,CPTAC-LUAD
C3N-02146-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02146-21.h5,CPTAC-LUAD
C3N-02587-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02587-21.h5,CPTAC-LUAD
C3L-03268-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03268-24.h5,CPTAC-LUAD
C3N-03205-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03205-21.h5,CPTAC-LUAD
C3N-00560-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00560-23.h5,CPTAC-LUAD
C3N-00217-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00217-26.h5,CPTAC-LUAD
C3N-02433-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02433-23.h5,CPTAC-LUAD
C3N-00547-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00547-23.h5,CPTAC-LUAD
C3N-01489-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01489-24.h5,CPTAC-LUAD
C3L-01683-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01683-28.h5,CPTAC-LUAD
C3N-00175-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00175-21.h5,CPTAC-LUAD
C3L-04757-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04757-25.h5,CPTAC-LUAD
C3N-01413-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01413-23.h5,CPTAC-LUAD
C3L-04365-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04365-22.h5,CPTAC-LUAD
C3N-02929-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02929-22.h5,CPTAC-LUAD
C3L-01682-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01682-21.h5,CPTAC-LUAD
C3N-00203-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00203-24.h5,CPTAC-LUAD
C3L-01330-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01330-25.h5,CPTAC-LUAD
C3N-01410-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01410-22.h5,CPTAC-LUAD
C3N-00959-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00959-23.h5,CPTAC-LUAD
C3N-01489-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01489-27.h5,CPTAC-LUAD
C3N-02242-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02242-21.h5,CPTAC-LUAD
C3N-03074-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03074-21.h5,CPTAC-LUAD
C3N-02141-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02141-27.h5,CPTAC-LUAD
C3N-01419-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01419-23.h5,CPTAC-LUAD
C3N-02582-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02582-21.h5,CPTAC-LUAD
C3N-00556-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00556-23.h5,CPTAC-LUAD
C3N-01074-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01074-23.h5,CPTAC-LUAD
C3N-03074-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03074-22.h5,CPTAC-LUAD
C3N-01417-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01417-24.h5,CPTAC-LUAD
C3N-02423-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02423-23.h5,CPTAC-LUAD
C3N-00549-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00549-27.h5,CPTAC-LUAD
C3N-02002-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02002-23.h5,CPTAC-LUAD
C3N-02973-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02973-22.h5,CPTAC-LUAD
C3N-04171-29,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04171-29.h5,CPTAC-LUAD
C3N-00552-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00552-23.h5,CPTAC-LUAD
C3L-00368-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00368-21.h5,CPTAC-LUAD
C3N-00547-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00547-26.h5,CPTAC-LUAD
C3N-01823-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01823-23.h5,CPTAC-LUAD
C3L-04744-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04744-22.h5,CPTAC-LUAD
C3L-04376-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04376-25.h5,CPTAC-LUAD
C3N-00559-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00559-27.h5,CPTAC-LUAD
C3L-04033-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04033-26.h5,CPTAC-LUAD
C3L-00263-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00263-24.h5,CPTAC-LUAD
5a84eae1-197e-4463-ad65-59becc_D1_D1,datasets/features/CPTAC/LUAD/conch_features/h5_files/5a84eae1-197e-4463-ad65-59becc_D1_D1.h5,CPTAC-LUAD
C3L-01632-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01632-23.h5,CPTAC-LUAD
C3N-02142-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02142-21.h5,CPTAC-LUAD
C3N-01023-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01023-24.h5,CPTAC-LUAD
C3N-00959-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00959-26.h5,CPTAC-LUAD
C3N-03038-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03038-22.h5,CPTAC-LUAD
93e30fd5-e57e-4503-a175-863c7d_D1_D1,datasets/features/CPTAC/LUAD/conch_features/h5_files/93e30fd5-e57e-4503-a175-863c7d_D1_D1.h5,CPTAC-LUAD
C3L-02616-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02616-25.h5,CPTAC-LUAD
C3N-00180-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00180-23.h5,CPTAC-LUAD
C3L-03262-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03262-26.h5,CPTAC-LUAD
C3N-02920-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02920-27.h5,CPTAC-LUAD
C3N-02240-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02240-21.h5,CPTAC-LUAD
C3N-02433-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02433-22.h5,CPTAC-LUAD
C3L-00510-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00510-23.h5,CPTAC-LUAD
C3N-02067-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02067-22.h5,CPTAC-LUAD
C3L-04031-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04031-26.h5,CPTAC-LUAD
C3N-01074-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01074-24.h5,CPTAC-LUAD
C3N-03210-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03210-21.h5,CPTAC-LUAD
C3N-01410-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01410-26.h5,CPTAC-LUAD
C3N-02155-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02155-27.h5,CPTAC-LUAD
C3N-01842-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01842-21.h5,CPTAC-LUAD
C3N-03063-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03063-23.h5,CPTAC-LUAD
C3N-03929-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03929-21.h5,CPTAC-LUAD
C3N-00959-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00959-21.h5,CPTAC-LUAD
C3L-03984-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03984-28.h5,CPTAC-LUAD
C3L-02616-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02616-28.h5,CPTAC-LUAD
C3N-03052-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03052-22.h5,CPTAC-LUAD
C3N-00550-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00550-24.h5,CPTAC-LUAD
C3L-03642-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03642-21.h5,CPTAC-LUAD
C3L-02219-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02219-26.h5,CPTAC-LUAD
C3N-02922-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02922-26.h5,CPTAC-LUAD
C3L-04743-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04743-23.h5,CPTAC-LUAD
C3L-04757-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04757-28.h5,CPTAC-LUAD
C3L-01330-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01330-26.h5,CPTAC-LUAD
C3L-00263-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00263-23.h5,CPTAC-LUAD
C3N-02155-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02155-22.h5,CPTAC-LUAD
C3L-02893-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02893-22.h5,CPTAC-LUAD
C3N-00167-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00167-24.h5,CPTAC-LUAD
C3N-02588-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02588-22.h5,CPTAC-LUAD
C3N-01074-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01074-21.h5,CPTAC-LUAD
C3N-02919-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02919-21.h5,CPTAC-LUAD
C3N-02251-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02251-26.h5,CPTAC-LUAD
C3N-00580-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00580-22.h5,CPTAC-LUAD
C3L-03969-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03969-24.h5,CPTAC-LUAD
C3L-03262-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03262-22.h5,CPTAC-LUAD
C3N-00180-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00180-24.h5,CPTAC-LUAD
C3N-02920-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02920-22.h5,CPTAC-LUAD
C3N-03212-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03212-22.h5,CPTAC-LUAD
C3L-04037-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04037-21.h5,CPTAC-LUAD
C3N-00293-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00293-25.h5,CPTAC-LUAD
C3L-04744-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04744-27.h5,CPTAC-LUAD
C3N-02916-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02916-27.h5,CPTAC-LUAD
C3N-04616-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04616-23.h5,CPTAC-LUAD
C3L-02661-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02661-23.h5,CPTAC-LUAD
C3N-03238-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03238-21.h5,CPTAC-LUAD
C3N-02143-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02143-26.h5,CPTAC-LUAD
C3N-02230-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02230-23.h5,CPTAC-LUAD
C3L-00093-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00093-26.h5,CPTAC-LUAD
C3N-01030-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01030-23.h5,CPTAC-LUAD
C3L-01890-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-01890-22.h5,CPTAC-LUAD
C3N-02242-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02242-27.h5,CPTAC-LUAD
C3L-04757-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04757-27.h5,CPTAC-LUAD
C3N-02237-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02237-22.h5,CPTAC-LUAD
C3L-03976-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03976-24.h5,CPTAC-LUAD
C3N-00579-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00579-23.h5,CPTAC-LUAD
C3N-00203-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00203-26.h5,CPTAC-LUAD
C3N-02234-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02234-24.h5,CPTAC-LUAD
C3L-04373-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04373-28.h5,CPTAC-LUAD
C3L-00444-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00444-21.h5,CPTAC-LUAD
C3L-02643-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02643-26.h5,CPTAC-LUAD
C3N-03057-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03057-23.h5,CPTAC-LUAD
C3L-04373-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04373-24.h5,CPTAC-LUAD
C3N-00199-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00199-27.h5,CPTAC-LUAD
C3N-01405-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01405-24.h5,CPTAC-LUAD
C3N-01414-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01414-27.h5,CPTAC-LUAD
C3N-02230-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02230-26.h5,CPTAC-LUAD
C3N-02067-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02067-23.h5,CPTAC-LUAD
C3L-04040-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04040-28.h5,CPTAC-LUAD
C3L-04784-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04784-22.h5,CPTAC-LUAD
C3N-01019-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01019-24.h5,CPTAC-LUAD
C3N-00578-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00578-26.h5,CPTAC-LUAD
C3L-02643-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02643-24.h5,CPTAC-LUAD
C3N-04166-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04166-21.h5,CPTAC-LUAD
C3L-00604-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00604-26.h5,CPTAC-LUAD
C3L-02601-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02601-21.h5,CPTAC-LUAD
C3N-01799-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01799-21.h5,CPTAC-LUAD
C3N-02950-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02950-26.h5,CPTAC-LUAD
C3L-02616-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02616-23.h5,CPTAC-LUAD
C3N-02192-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02192-23.h5,CPTAC-LUAD
C3N-02145-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02145-21.h5,CPTAC-LUAD
C3L-04744-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04744-25.h5,CPTAC-LUAD
C3L-00279-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00279-24.h5,CPTAC-LUAD
C3N-03911-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03911-22.h5,CPTAC-LUAD
C3L-04373-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04373-26.h5,CPTAC-LUAD
C3L-00446-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00446-22.h5,CPTAC-LUAD
C3L-03679-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03679-22.h5,CPTAC-LUAD
C3N-02572-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02572-22.h5,CPTAC-LUAD
C3N-00167-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00167-21.h5,CPTAC-LUAD
C3N-00547-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00547-21.h5,CPTAC-LUAD
C3N-01416-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01416-24.h5,CPTAC-LUAD
C3L-03268-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03268-21.h5,CPTAC-LUAD
C3L-03679-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03679-21.h5,CPTAC-LUAD
C3L-02661-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02661-22.h5,CPTAC-LUAD
C3N-02150-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02150-21.h5,CPTAC-LUAD
C3N-00556-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00556-27.h5,CPTAC-LUAD
C3N-01023-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01023-27.h5,CPTAC-LUAD
C3N-02145-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02145-22.h5,CPTAC-LUAD
C3N-00560-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00560-27.h5,CPTAC-LUAD
C3N-02928-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02928-21.h5,CPTAC-LUAD
C3N-02929-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02929-21.h5,CPTAC-LUAD
C3N-02089-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02089-26.h5,CPTAC-LUAD
C3N-00574-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00574-21.h5,CPTAC-LUAD
C3N-02240-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02240-27.h5,CPTAC-LUAD
C3L-03717-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03717-21.h5,CPTAC-LUAD
C3L-03462-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03462-22.h5,CPTAC-LUAD
C3N-02152-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02152-22.h5,CPTAC-LUAD
C3L-03969-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03969-27.h5,CPTAC-LUAD
C3L-00893-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00893-26.h5,CPTAC-LUAD
C3N-01417-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01417-27.h5,CPTAC-LUAD
C3N-04616-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04616-21.h5,CPTAC-LUAD
C3N-02919-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02919-27.h5,CPTAC-LUAD
C3N-01016-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01016-26.h5,CPTAC-LUAD
C3N-00737-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00737-21.h5,CPTAC-LUAD
C3N-02281-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02281-24.h5,CPTAC-LUAD
C3N-00199-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00199-26.h5,CPTAC-LUAD
C3N-00559-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00559-22.h5,CPTAC-LUAD
C3N-02242-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02242-24.h5,CPTAC-LUAD
C3N-02718-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02718-21.h5,CPTAC-LUAD
C3N-04297-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04297-24.h5,CPTAC-LUAD
C3N-01024-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01024-22.h5,CPTAC-LUAD
C3N-03038-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03038-21.h5,CPTAC-LUAD
C3L-02834-25,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02834-25.h5,CPTAC-LUAD
C3N-02586-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02586-23.h5,CPTAC-LUAD
C3L-00973-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00973-23.h5,CPTAC-LUAD
C3L-02129-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02129-22.h5,CPTAC-LUAD
C3N-00737-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00737-22.h5,CPTAC-LUAD
C3L-04033-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-04033-27.h5,CPTAC-LUAD
C3N-02067-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02067-21.h5,CPTAC-LUAD
C3N-04166-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-04166-23.h5,CPTAC-LUAD
C3N-01417-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01417-21.h5,CPTAC-LUAD
C3N-01823-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01823-21.h5,CPTAC-LUAD
C3L-03976-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-03976-21.h5,CPTAC-LUAD
C3L-00279-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00279-26.h5,CPTAC-LUAD
C3N-02087-24,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02087-24.h5,CPTAC-LUAD
C3N-02920-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02920-21.h5,CPTAC-LUAD
C3L-02219-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-02219-21.h5,CPTAC-LUAD
C3N-01022-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-01022-23.h5,CPTAC-LUAD
C3N-02237-23,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02237-23.h5,CPTAC-LUAD
C3N-00545-27,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-00545-27.h5,CPTAC-LUAD
C3L-00444-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00444-22.h5,CPTAC-LUAD
C3L-00973-22,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3L-00973-22.h5,CPTAC-LUAD
C3N-03911-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03911-21.h5,CPTAC-LUAD
C3N-02672-28,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02672-28.h5,CPTAC-LUAD
C3N-02923-21,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-02923-21.h5,CPTAC-LUAD
C3N-03921-26,datasets/features/CPTAC/LUAD/conch_features/h5_files/C3N-03921-26.h5,CPTAC-LUAD
